id,restaurant_name,rating,number_of_ratings,delivery_fee,full_address,lat,lng,prague_municipal_district,url
640,restaurace-kastrol,92.0,5,79 Kč (zdarma od 2 000 Kč),"Ohradské náměstí 1625/2, Praha 5 15000",50.0368431,14.3339096,5,https://www.damejidlo.cz/restaurace-kastrol
641,restaurace-kolkovna-budejovicka,90.0,58,19 Kč,"Budějovická 13, Praha 4 14000",50.0460132,14.448034,4,https://www.damejidlo.cz/restaurace-kolkovna-budejovicka
642,restaurace-kolkovna-savarin,54.0,7,19 Kč,"Na Příkopě 10, Praha 1 11000",50.0850537,14.4247703,1,https://www.damejidlo.cz/restaurace-kolkovna-savarin
643,kotelna,93.0,25,49 Kč,"Jiříčkové 3269/4, Praha 10 10600",50.0534517,14.5050746,10,https://www.damejidlo.cz/kotelna
644,restaurace-koulovna,89.0,27,49 Kč,"Arkalycká 877/4, Praha 4 14900",50.0315585,14.528583,4,https://www.damejidlo.cz/restaurace-koulovna
645,restaurace-kovarska,-1.0,0,29 Kč (zdarma od 700 Kč),"Kovářská 939/4, Praha 9 19000",50.10604499999999,14.4917445,9,https://www.damejidlo.cz/restaurace-kovarska
646,restaurace-legenda,-1.0,0,29 Kč (zdarma od 700 Kč),"Legerova 39, Praha 12000",50.0738809,14.4301837,12000,https://www.damejidlo.cz/restaurace-legenda
647,restaurace-lilie,92.0,35,39 Kč (zdarma od 700 Kč),"Holečkova 877/67, Praha 5 15000",50.07303109999999,14.3920251,5,https://www.damejidlo.cz/restaurace-lilie
648,restaurace-mai-mai,92.0,5,49 Kč (zdarma od 700 Kč),"Nevanova 1050, Praha 6 16300",50.0659396,14.317682,6,https://www.damejidlo.cz/restaurace-mai-mai
649,restaurace-metro,-1.0,0,29 Kč (zdarma od 700 Kč),"Prvního pluku 33/9,, Praha - Karlín 186 00",50.0893329,14.4432055,,https://www.damejidlo.cz/restaurace-metro
650,na-dolinach,78.0,32,29 Kč (zdarma od 700 Kč),"Na dolinách 18/5, Praha 4 14000",50.0579926,14.4231551,4,https://www.damejidlo.cz/na-dolinach
651,restaurace-na-farkaneiii,85.0,14,69 Kč (zdarma od 1 000 Kč),"Na Farkáně III 32/194, Praha 5 15000",50.059934,14.3805253,5,https://www.damejidlo.cz/restaurace-na-farkaneiii
652,restaurace-na-hromadkove,88.0,74,zdarma až 49 Kč,"Kmochova 1/825, Praha 5 15000",50.0725913,14.3957683,5,https://www.damejidlo.cz/restaurace-na-hromadkove
653,restaurace-na-jedli,84.0,5,49 Kč,"Plzeňská 608/7, Praha 5 15000",50.07168040000001,14.4007389,5,https://www.damejidlo.cz/restaurace-na-jedli
654,restaurace-na-melnicke,,,,,,,,https://www.damejidlo.cz/restaurace-na-melnicke
655,restaurace-na-michelske,83.0,17,29 Kč (zdarma od 700 Kč),"Michelská 812/87, Praha 4 14100",50.0470463,14.4607671,4,https://www.damejidlo.cz/restaurace-na-michelske
656,restaurace-na-rozhrani,-1.0,0,59 Kč (zdarma od 800 Kč),"Srbská 7, Praha 6 16000",50.0991592,14.4052491,6,https://www.damejidlo.cz/restaurace-na-rozhrani
657,restaurace-na-slamniku,-1.0,0,29 Kč (zdarma od 700 Kč),"wolkerova 12/1a, praha 6 16000",50.1036526,14.4085319,,https://www.damejidlo.cz/restaurace-na-slamniku
658,stara-cihelna,,,,,,,,https://www.damejidlo.cz/stara-cihelna
659,restaurace-na-stare-rane,88.0,57,29 Kč (zdarma od 1 000 Kč),"Drahobejlova 957/53, Praha 9 19000",50.106699,14.4922687,9,https://www.damejidlo.cz/restaurace-na-stare-rane
660,restaurace-na-tetine,76.0,5,39 Kč (zdarma od 700 Kč),"Nuselská 61, Praha 4 14000",50.0605933,14.4491634,4,https://www.damejidlo.cz/restaurace-na-tetine
661,restaurace-na-verande,60.0,11,49 Kč (zdarma od 700 Kč),"Trousilova 1065/6, Praha 8 18000",50.1275039,14.4513559,8,https://www.damejidlo.cz/restaurace-na-verande
662,restaurace-nad-ledem,84.0,18,29 Kč (zdarma od 500 Kč),"Vladivostocká 1460/10, Praha 10 10000",50.0688048,14.4797083,10,https://www.damejidlo.cz/restaurace-nad-ledem
663,restaurace-nordsee-pankrac,86.0,27,29 Kč (zdarma od 700 Kč),"Na Pankráci 86, Praha 4 Nusle 14000",50.0511586,14.4391031,4,https://www.damejidlo.cz/restaurace-nordsee-pankrac
664,restaurace-nordsee,42.0,9,29 Kč (zdarma od 700 Kč),"Plzeňská 233/8, Praha 5 Smíchov 15000",50.0731701,14.4023955,5,https://www.damejidlo.cz/restaurace-nordsee
665,restaurace-opatovske-terasy,76.0,10,49 Kč,"Opatovská 1754/14, Praha 11 14900",50.0253488,14.5188296,11,https://www.damejidlo.cz/restaurace-opatovske-terasy
666,restaurace-oriental,-1.0,0,29 Kč,"Slezská 26, Praha 2 12000",50.076102,14.4425261,2,https://www.damejidlo.cz/restaurace-oriental
667,restaurace-pasticka-ii,92.0,31,29 Kč (zdarma od 700 Kč),"Blanická 25, Praha 2 12000",50.0782917,14.4395225,2,https://www.damejidlo.cz/restaurace-pasticka-ii
668,restaurace-pastva,,,,,,,,https://www.damejidlo.cz/restaurace-pastva
669,restaurace-patanka,68.0,14,49 Kč,"Paťanka 4, Praha 16000",50.1139062,14.3890845,16000,https://www.damejidlo.cz/restaurace-patanka
670,restaurac-pavlovin,96.0,62,49 Kč,"Mírového hnutí 2353/2, Praha 4 14000",50.03711699999999,14.498368,4,https://www.damejidlo.cz/restaurac-pavlovin
671,restaurace-pod-cernym-vrchem,-1.0,0,29 Kč (zdarma od 700 Kč),"Erbenova 233/1, Praha 15000",50.0713555,14.3896397,15000,https://www.damejidlo.cz/restaurace-pod-cernym-vrchem
672,restaurace-pod-juliskou,84.0,5,49 Kč,"Podbabská 1589/1, Praha 6 16000",50.11073630000001,14.3937954,6,https://www.damejidlo.cz/restaurace-pod-juliskou
673,restaurace-pod-lipami-praha,-1.0,0,29 Kč (zdarma od 700 Kč),"Slovinská 13, Praha 10 10000",50.07005059999999,14.458487,10,https://www.damejidlo.cz/restaurace-pod-lipami-praha
674,restaurace-pohadka,-1.0,0,zdarma,"Roháčova 75, Praha 3 13000",50.0884738,14.461413,3,https://www.damejidlo.cz/restaurace-pohadka
675,restaurace-poja-dj,-1.0,0,29 Kč (zdarma od 600 Kč),"Seifertova 559/29, Praha 3 13000",50.0853912,14.4430136,3,https://www.damejidlo.cz/restaurace-poja-dj
676,restaurace-porto,80.0,25,49 Kč (zdarma od 500 Kč),"Urxova 436/10, Praha 8 18600",50.09504889999999,14.4576433,8,https://www.damejidlo.cz/restaurace-porto
677,restaurace-puda,85.0,14,50 Kč (zdarma od 300 Kč),"Počernická 509/85, Praha 10 10000",50.0833191,14.5072321,10,https://www.damejidlo.cz/restaurace-puda
678,restaurace-rebellion,83.0,34,29 Kč (zdarma od 600 Kč),"Jeseniova 56g, Praha 3 13000",50.0869992,14.4623553,3,https://www.damejidlo.cz/restaurace-rebellion
679,restaurace-rumika,,,,,,,,https://www.damejidlo.cz/restaurace-rumika
680,restaurace-reporyjska-sokolovna,,,,,,,,https://www.damejidlo.cz/restaurace-reporyjska-sokolovna
681,restaurace-spirit-bar,-1.0,0,29 Kč (zdarma od 700 Kč),"Dalimilova 2, Praha 3 13000",50.0859991,14.4487944,3,https://www.damejidlo.cz/restaurace-spirit-bar
682,restaurace-start-svejk,74.0,14,29 Kč (zdarma od 600 Kč),"Průběžná 1174/28, Praha 10 10000",50.0687686,14.4915665,10,https://www.damejidlo.cz/restaurace-start-svejk
683,restaurace-sarka,-1.0,0,59 Kč (zdarma od 1 000 Kč),"Nad Lávkou 5/790  (areál kemp Džbán), Praha 6 16000",50.0988028,14.3363953,6,https://www.damejidlo.cz/restaurace-sarka
684,restaurace-simanda,,,,,,,,https://www.damejidlo.cz/restaurace-simanda
685,restaurace-snyt,,,,,,,,https://www.damejidlo.cz/restaurace-snyt
686,pivnice-u-bazenu,74.0,17,49 Kč,"Mírového hnutí 7, Praha 4 14000",50.0400629,14.5059122,4,https://www.damejidlo.cz/pivnice-u-bazenu
687,restaurace-u-blahu,,,,,,,,https://www.damejidlo.cz/restaurace-u-blahu
688,restaurace-u-bouzku,95.0,26,49 Kč,"Matúškova 831/1, Praha 4 14000",50.0373543,14.5154225,4,https://www.damejidlo.cz/restaurace-u-bouzku
689,restaurace-u-bucka,,,,,,,,https://www.damejidlo.cz/restaurace-u-bucka
690,restaurace-u-felixe,84.0,5,29 Kč (zdarma od 500 Kč),"Prosecká 28, Praha 8 – Libeň 18000",50.1120537,14.4780787,8,https://www.damejidlo.cz/restaurace-u-felixe
691,restaurace-u-houbare,76.0,5,29 Kč,"Dukelských Hrdinů 30, Praha 7 17000",50.1011581,14.4334218,7,https://www.damejidlo.cz/restaurace-u-houbare
692,restaurace-u-houmra,-1.0,0,29 Kč,"Šumavská 20, Praha 2 12000",50.0748055,14.4441657,2,https://www.damejidlo.cz/restaurace-u-houmra
693,restaurace-u-kalendu,36.0,5,29 Kč (zdarma od 700 Kč),"Rašínovo nábřeží 58, Praha 2 12000",50.0713045,14.4145501,2,https://www.damejidlo.cz/restaurace-u-kalendu
694,restaurace-u-karla-iv-1,-1.0,0,29 Kč (zdarma od 700 Kč),"Zenklova 360/92, Praha 8 18000",50.1125834,14.4761775,8,https://www.damejidlo.cz/restaurace-u-karla-iv-1
695,restaurace-u-kralu,81.0,86,59 Kč (zdarma od 700 Kč),"Pivovarnická 1, Praha 8 18000",50.1092186,14.4741302,8,https://www.damejidlo.cz/restaurace-u-kralu
696,restaurace-u-ledu,100.0,13,29 Kč (zdarma od 700 Kč),"Sámova 1, Praha 10 10000",50.06731,14.4459636,10,https://www.damejidlo.cz/restaurace-u-ledu
697,u-marianskeho-obrazu-ii,100.0,10,29 Kč (zdarma od 500 Kč),"Kubelíkova 22, Praha 3 13000",50.0821243,14.4496208,3,https://www.damejidlo.cz/u-marianskeho-obrazu-ii
698,restaurace-u-matejicku-praha,-1.0,0,29 Kč (zdarma od 600 Kč),"Náplavní 5/2011, Praha 2 12000",50.076649,14.4149999,2,https://www.damejidlo.cz/restaurace-u-matejicku-praha
699,restaurace-u-pecku,85.0,14,49 Kč,"Staromlýnská 621/5, Praha 9 19000",50.1091065,14.4986008,9,https://www.damejidlo.cz/restaurace-u-pecku
700,restaurace-u-pramene,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Goetheho 25/105, Praha 6 16000",50.1077269,14.4024713,6,https://www.damejidlo.cz/restaurace-u-pramene
701,restaurace-u-rychtare,85.0,8,49 Kč,"Staré nám. 15/9, Praha 6 16000",50.0809302,14.3105152,6,https://www.damejidlo.cz/restaurace-u-rychtare
702,restaurace-u-sadlu,-1.0,0,29 Kč (zdarma od 700 Kč),"Klimentská 2, Praha 1 11000",50.09138129999999,14.4277533,1,https://www.damejidlo.cz/restaurace-u-sadlu
703,restaurace-u-skretu-1,95.0,8,29 Kč (zdarma od 700 Kč),"Milady Horákové 52, Praha 7 17000",50.1001461,14.4259575,7,https://www.damejidlo.cz/restaurace-u-skretu-1
704,restaurace-u-sv-antonicka,,,,,,,,https://www.damejidlo.cz/restaurace-u-sv-antonicka
705,restaurace-u-sefa,,,,,,,,https://www.damejidlo.cz/restaurace-u-sefa
706,restaurace-u-tri-prasatek,80.0,8,29 Kč,"Vinohradská 122, Praha 3 13000",50.07755179999999,14.4587893,3,https://www.damejidlo.cz/restaurace-u-tri-prasatek
707,restaurace-u-zizniveho-jelena,87.0,28,29 Kč (zdarma od 700 Kč),"Vltavská 15, Praha 5 15000",50.0696461,14.4058824,5,https://www.damejidlo.cz/restaurace-u-zizniveho-jelena
708,restaurace-v-kapslovne,,,,,,,,https://www.damejidlo.cz/restaurace-v-kapslovne
709,restaurace-v-raji,100.0,12,10 Kč až 30 Kč,"Novosuchdolská 100, Praha 6 16000",50.1402379,14.3807104,6,https://www.damejidlo.cz/restaurace-v-raji
710,restaurace-za-pet-dvanact,66.0,12,49 Kč,"Nad Lávkou 672/5, Praha 6 16000",50.098299,14.3407775,6,https://www.damejidlo.cz/restaurace-za-pet-dvanact
711,restaurace-ztraty-a-nalezy,-1.0,0,29 Kč (zdarma od 600 Kč),"Vinohradská 208/14, Praha 2 12000",50.07835859999999,14.4352491,2,https://www.damejidlo.cz/restaurace-ztraty-a-nalezy
712,restaurace-zubajda,70.0,12,59 Kč (zdarma od 1 000 Kč),"Zubatého 289/3, Praha 5 15000",50.07683129999999,14.4034869,5,https://www.damejidlo.cz/restaurace-zubajda
713,restaurace-zvonarka,-1.0,0,49 Kč (zdarma od 1 000 Kč),"Šafaříkova 785/1, Praha 2 12000",50.06996710000001,14.4353909,2,https://www.damejidlo.cz/restaurace-zvonarka
714,restaurant-coffee-v-rohliku,-1.0,0,29 Kč (zdarma od 500 Kč),"Na Hřebenech II 1130/6, Praha - Podolí 14000",50.05125090000001,14.4283323,,https://www.damejidlo.cz/restaurant-coffee-v-rohliku
715,restaurant-caesar,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Balbínova 496/8, Praha 2 12000",50.0771582,14.4341276,2,https://www.damejidlo.cz/restaurant-caesar
716,restaurant-dynamo,-1.0,0,49 Kč (zdarma od 1 000 Kč),"Pštrossova 220/29, Praha 1 11000",50.079753,14.4152358,1,https://www.damejidlo.cz/restaurant-dynamo
717,restaurant-hajnovka,84.0,60,29 Kč (zdarma od 500 Kč),"Vinohradská 35/25, Praha 2 12000",50.0782782,14.4360842,2,https://www.damejidlo.cz/restaurant-hajnovka
718,restaurant-mirellie,78.0,11,49 Kč,"V.P. Čkalova 14, Praha 6 16000",50.0993575,14.4002718,6,https://www.damejidlo.cz/restaurant-mirellie
719,restaurant-na-kvetnici,85.0,575,29 Kč (zdarma od 500 Kč),"Na Květnici 700/1a, Praha 4 14000",50.061315,14.4390446,4,https://www.damejidlo.cz/restaurant-na-kvetnici
720,restaurant-na-lochkove,84.0,5,49 Kč (zdarma od 700 Kč),"Ke Slivenci 36, Praha 5 15400",50.0025487,14.3550022,5,https://www.damejidlo.cz/restaurant-na-lochkove
721,ristorante-anna,72.0,32,0 Kč,"Dlouhá 707/22, Praha 11000",50.0898328,14.4240189,11000,https://www.damejidlo.cz/ristorante-anna
722,ristorante-cerreto,83.0,66,109 Kč,"Sokolovská 195/972, Praha 9 19000",50.10720260000001,14.4890151,9,https://www.damejidlo.cz/ristorante-cerreto
723,ristorante-leggero,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Londýnská 29, Praha 2 12000",50.0725565,14.4344996,2,https://www.damejidlo.cz/ristorante-leggero
724,pizzerie-ristorante-roma-uno,80.0,85,29 Kč až 49 Kč (zdarma od 500 Kč),"Jagellonská 1634/16, Praha 3 13000",50.0794988,14.4538052,3,https://www.damejidlo.cz/pizzerie-ristorante-roma-uno
725,pizzerie-ristorante-roma-uno-ii,75.0,8,29 Kč (zdarma od 700 Kč),"Jagellonská 1634/16, Praha 3 13000",50.0794988,14.4538052,3,https://www.damejidlo.cz/pizzerie-ristorante-roma-uno-ii
726,rita-cavolo,-1.0,0,29 Kč (zdarma od 700 Kč),"Lublaňská 11, Praha 2 12000",50.0705062,14.4318482,2,https://www.damejidlo.cz/rita-cavolo
727,room-tapas-bar,-1.0,0,29 Kč (zdarma od 500 Kč),"V Jámě 6, Praha 1 11000",50.0801301,14.424895,1,https://www.damejidlo.cz/room-tapas-bar
728,royal-burgers,78.0,239,59 Kč (zdarma od 700 Kč),"Pivovarnická 1, Praha 8 18000",50.1092186,14.4741302,8,https://www.damejidlo.cz/royal-burgers
729,rozvoz-jidel-vysehrad,-1.0,0,49 Kč,"Lumírova 23, Praha 2 12000",50.0632994,14.4241331,2,https://www.damejidlo.cz/rozvoz-jidel-vysehrad
730,restaurace-kompot,85.0,8,29 Kč (zdarma od 700 Kč),"Tachovské náměstí 649/3, Praha 3 13000",50.0877679,14.4528227,3,https://www.damejidlo.cz/restaurace-kompot
731,ruze-kouzel,-1.0,0,29 Kč (zdarma od 500 Kč),"Lužická 12, Praha 2 12000",50.073375,14.4434223,2,https://www.damejidlo.cz/ruze-kouzel
732,blue-fjord,-1.0,0,29 Kč (zdarma od 500 Kč),"Masná 1, Praha 1 11000",50.0893658,14.4228014,1,https://www.damejidlo.cz/blue-fjord
733,mexican-restaurant-sabroso,84.0,41,29 Kč (zdarma od 500 Kč),"Nad Primaskou 35, Praha 10 10000",50.0749619,14.4907512,10,https://www.damejidlo.cz/mexican-restaurant-sabroso
734,sajado,68.0,5,29 Kč,"Vršovická 160/1, Praha 10 10100",50.0661607,14.4490057,10,https://www.damejidlo.cz/sajado
735,salad-box,97.0,16,29 Kč (zdarma od 700 Kč),"Roztylská 2321/19, Praha 11 14800",50.0320692,14.4909962,11,https://www.damejidlo.cz/salad-box
736,samarkand,-1.0,0,29 Kč (zdarma od 500 Kč),"Říční 1, Praha 1 11000",50.0819547,14.4075979,1,https://www.damejidlo.cz/samarkand
737,sanjay,,,,,,,,https://www.damejidlo.cz/sanjay
738,serbian-restaurant-jelica,84.0,18,49 Kč až 69 Kč (zdarma od 2 000 Kč),"Na Zlíchově 35, Praha 5 15000",50.0488353,14.4079376,5,https://www.damejidlo.cz/serbian-restaurant-jelica
739,sezio-restaurant,72.0,13,59 Kč (zdarma od 2 000 Kč),"Malletova 2350, Praha 9 19000",50.1014948,14.4833904,9,https://www.damejidlo.cz/sezio-restaurant
740,shi-wei-tian,80.0,22,29 Kč (zdarma od 700 Kč),"Na Padesátém 38, Praha 10 10000",50.06706819999999,14.5075021,10,https://www.damejidlo.cz/shi-wei-tian
741,schnitzel-king,87.0,143,29 Kč,"Seifertova 2, Praha 3 13000",50.0850198,14.4422535,3,https://www.damejidlo.cz/schnitzel-king
742,sicily-express-food,-1.0,0,29 Kč (zdarma od 500 Kč),"Lazarská 5, Praha 1 11000",50.0793071,14.420871,1,https://www.damejidlo.cz/sicily-express-food
743,signature-prague-jindrisska,,,,,,,,https://www.damejidlo.cz/signature-prague-jindrisska
744,signature-prague-karlin,,,,,,,,https://www.damejidlo.cz/signature-prague-karlin
745,singidunum,80.0,8,29 Kč (zdarma od 700 Kč),"Bělehradská 568/92, Praha 2 12000",50.0734703,14.4334393,2,https://www.damejidlo.cz/singidunum
746,sklenik-restaurace-1,87.0,43,zdarma až 29 Kč,"Třinecká 673, Praha 9 19000",50.1354889,14.5106277,9,https://www.damejidlo.cz/sklenik-restaurace-1
747,slider-burger,78.0,11,59 Kč,"Michelská 31, Praha 4 14000",50.0563272,14.4493613,4,https://www.damejidlo.cz/slider-burger
748,snack-rolls,-1.0,0,29 Kč (zdarma od 700 Kč),"Sokolská 29/464, Praha 2 12000",50.0747629,14.4288418,2,https://www.damejidlo.cz/snack-rolls
749,snemovna-v-jakubsky,-1.0,0,29 Kč,"Jakubská 674/5, Praha 1 11000",50.0884507,14.4264225,1,https://www.damejidlo.cz/snemovna-v-jakubsky
750,sochi-gruzinsko-ruska-restaurace,89.0,22,zdarma,"Vajgarská 329/1, Praha 9 19800",50.1056515,14.5561782,9,https://www.damejidlo.cz/sochi-gruzinsko-ruska-restaurace
751,tequila-house-sonora,-1.0,0,29 Kč (zdarma od 600 Kč),"Radhošťská 2004/5, Praha 3 13000",50.0782299,14.4566,3,https://www.damejidlo.cz/tequila-house-sonora
752,sphera-restaurant,-1.0,0,59 Kč (zdarma od 600 Kč),"Komárkova 12, Praha 4 14000",50.03693879999999,14.4821283,4,https://www.damejidlo.cz/sphera-restaurant
753,spiceindia,93.0,81,50 Kč,"Husitská 91/17, Praha 3 13000",50.08690379999999,14.4466049,3,https://www.damejidlo.cz/spiceindia
754,spiceindia-denni-menu,,,,,,,,https://www.damejidlo.cz/spiceindia-denni-menu
755,spicymama-cerny-most,95.0,9,49 Kč,"Chlumecká 6, Praha 9 19800",50.108793,14.5832921,9,https://www.damejidlo.cz/spicymama-cerny-most
756,spicymama-chodov,83.0,19,39 Kč (zdarma od 700 Kč),"Roztylská 19, Praha 11 14800",50.0320692,14.4909962,11,https://www.damejidlo.cz/spicymama-chodov
757,spicymama-quadrio,78.0,17,29 Kč (zdarma od 700 Kč),"Spálená 2121/22, Praha 1 11000",50.08113119999999,14.4196853,1,https://www.damejidlo.cz/spicymama-quadrio
758,sri-lankan-curry-house,-1.0,0,29 Kč (zdarma od 700 Kč),"U Vodárny 10, Praha 3 13000",50.0764597,14.4491928,3,https://www.damejidlo.cz/sri-lankan-curry-house
759,stanleys-bistro,-1.0,0,29 Kč (zdarma od 700 Kč),"Bucharova 14, Praha 5 15000",50.06538579999999,14.3351281,5,https://www.damejidlo.cz/stanleys-bistro
760,starokosirska-hospoda,,,,,,,,https://www.damejidlo.cz/starokosirska-hospoda
761,starosuchdolska-restaurace,,,,,,,,https://www.damejidlo.cz/starosuchdolska-restaurace
762,statecny-kohoutii,-1.0,0,29 Kč (zdarma od 700 Kč),"Budějovická 69, Praha 4 14000",50.0397083,14.4584435,4,https://www.damejidlo.cz/statecny-kohoutii
763,stavros-grill,69.0,13,29 Kč (zdarma od 700 Kč),"Donská 20, Praha 10 10100",50.0715171,14.447074,10,https://www.damejidlo.cz/stavros-grill
764,stop-spot,-1.0,0,39 Kč,"Gorazdova 1, Praha 2 12000",50.0734154,14.4151053,2,https://www.damejidlo.cz/stop-spot
765,restaurace-u-broucku,83.0,44,29 Kč (zdarma od 700 Kč),"U hráze 125/27, Praha 10 11000",50.07099729999999,14.4851283,10,https://www.damejidlo.cz/restaurace-u-broucku
766,stripsy-cz,-1.0,0,0 Kč,"Sokolovská 61, Praha 8 18000",50.100298,14.4713001,8,https://www.damejidlo.cz/stripsy-cz
767,subway-karmelitska,93.0,30,39 Kč až 59 Kč (zdarma od 600 Kč),"Karmelitská 269/28, Praha 1 11000",50.08732089999999,14.4039555,1,https://www.damejidlo.cz/subway-karmelitska
768,subway-chodov,100.0,9,49 Kč,"V parku 2336/22, Praha 11 14800",50.0264669,14.4960385,11,https://www.damejidlo.cz/subway-chodov
769,subway-na-porici,90.0,29,39 Kč (zdarma od 600 Kč),"Na Poříčí 26, Praha 1 11000",50.0898587,14.4336383,1,https://www.damejidlo.cz/subway-na-porici
770,subway-jindrisska,-1.0,0,39 Kč (zdarma od 600 Kč),"Jindřišská 30, Praha 1 11000",50.084458,14.429332,1,https://www.damejidlo.cz/subway-jindrisska
771,subway-chodovta,-1.0,0,zdarma,"V parku 2336/22, Praha 11 14800",50.0264669,14.4960385,11,https://www.damejidlo.cz/subway-chodovta
772,sultan-kebab,-1.0,0,49 Kč (zdarma od 700 Kč),"Radlická 117, Praha 5 15800",50.0476058,14.3537456,5,https://www.damejidlo.cz/sultan-kebab
773,super-doner-kebab,86.0,21,29 Kč (zdarma od 1 000 Kč),"Škrétova 12, Praha 2 12000",50.0785493,14.43228,2,https://www.damejidlo.cz/super-doner-kebab
774,sushi-a-cinska-restaurace-andelsky-ujezd,91.0,57,59 Kč (zdarma od 1 000 Kč),"Arbesovo nám 15, Praha 5 15000",50.0759639,14.4058505,5,https://www.damejidlo.cz/sushi-a-cinska-restaurace-andelsky-ujezd
775,sushi-bar-krc,-1.0,0,49 Kč,"Za Valem 1375/7, Praha 4 14000",50.020833,14.4656966,4,https://www.damejidlo.cz/sushi-bar-krc
776,blue-chef-sushi,87.0,269,59 Kč,"Krejnická 2021, Praha 4 14100",50.0327299,14.4822679,4,https://www.damejidlo.cz/blue-chef-sushi
777,sushi-bohnice,-1.0,0,49 Kč (zdarma od 700 Kč),"Lodžská 850/6 (OC Krakov), Praha 8 18100",50.1276854,14.418456,8,https://www.damejidlo.cz/sushi-bohnice
778,wasabi-sushi-box,90.0,39,49 Kč,"V Jámě 1371/8, Praha 1 11000",50.0799899,14.4248414,1,https://www.damejidlo.cz/wasabi-sushi-box
779,sushi-burger,72.0,13,39 Kč (zdarma od 1 000 Kč),"V Jámě 1371/8, Praha 1 11000",50.0799899,14.4248414,1,https://www.damejidlo.cz/sushi-burger
780,sushi-delivery-klimentska,89.0,118,39 Kč,"Klimenská 1/1246, Praha 11000",50.0915097,14.4279681,11000,https://www.damejidlo.cz/sushi-delivery-klimentska
781,sushi-delivery-gutova,88.0,82,39 Kč,"Gutova 15, Praha 10 10000",50.07007600000001,14.4877386,10,https://www.damejidlo.cz/sushi-delivery-gutova
782,sushi-delivery-lipenecka,93.0,371,49 Kč,"Lipenecká 6, Praha 5 15000",49.96767209999999,14.3782255,5,https://www.damejidlo.cz/sushi-delivery-lipenecka
783,sushi-sushi-bar-terronska,90.0,138,29 Kč,"Terrónská 64, Praha 6 16000",50.1094208,14.3951342,6,https://www.damejidlo.cz/sushi-sushi-bar-terronska
784,sushi-ehrlich,91.0,9,59 Kč,"Koněvova 79, Praha 3 13000",50.0894096,14.4629576,3,https://www.damejidlo.cz/sushi-ehrlich
785,sushi-express,91.0,79,69 Kč,"Norská 14, Praha 10 10000",50.0718974,14.4555555,10,https://www.damejidlo.cz/sushi-express
786,sushi-guru,88.0,56,59 Kč,"Pobřežní 29/48, Praha 8 18600",50.0940819,14.4490437,8,https://www.damejidlo.cz/sushi-guru
787,sushi-guru-express,-1.0,0,29 Kč až 49 Kč,"Pobřežní 29/48, Praha 8 18600",50.0940819,14.4490437,8,https://www.damejidlo.cz/sushi-guru-express
788,sushi-maru,-1.0,0,29 Kč (zdarma od 700 Kč),"Václavské náměstí 1, Praha 10100",50.08413530000001,14.4242691,10100,https://www.damejidlo.cz/sushi-maru
789,sushi-nertidaii,92.0,159,29 Kč (zdarma od 1 000 Kč),"Térronská 64, Praha 16000",50.1094208,14.3951342,16000,https://www.damejidlo.cz/sushi-nertidaii
790,sushi-oishi,-1.0,0,59 Kč (zdarma od 600 Kč),"V Celnici 4, Praha 1 11000",50.0880503,14.4306502,1,https://www.damejidlo.cz/sushi-oishi
791,sushi-place,-1.0,0,29 Kč (zdarma od 700 Kč),"Slovenská 19, Praha 2 12000",50.0727379,14.4455868,2,https://www.damejidlo.cz/sushi-place
792,sushi-restaurace-lumio,-1.0,0,49 Kč,"Jabloňová 11, Praha 10 10000",50.0570883,14.4959689,10,https://www.damejidlo.cz/sushi-restaurace-lumio
793,seafood-sushi,-1.0,0,69 Kč,"Zborovská 619/49, Praha 5 15000",50.0810647,14.4067729,5,https://www.damejidlo.cz/seafood-sushi
794,sushi-slunce-sushi-wok,71.0,7,29 Kč (zdarma od 700 Kč),"Dukelských hrdinů 905/46, Praha 7 17000",50.1027248,14.4328603,7,https://www.damejidlo.cz/sushi-slunce-sushi-wok
795,sushi-take-away-kodanska,94.0,153,0 Kč,"Kodaňská 37, Praha 10000",50.0714334,14.4559542,10000,https://www.damejidlo.cz/sushi-take-away-kodanska
796,sushi-upgrade-opletalova,96.0,22,20 Kč,"Opletalova 29, Praha 1 11000",50.0835758,14.4325129,1,https://www.damejidlo.cz/sushi-upgrade-opletalova
797,sushi-v-dushi,96.0,11,29 Kč (zdarma od 1 000 Kč),"Přístavní 1186/47, Praha 7 17000",50.104394,14.4546274,7,https://www.damejidlo.cz/sushi-v-dushi
798,sushi-world,92.0,65,0 Kč,"Kodaňská 37, Praha 10000",50.0714334,14.4559542,10000,https://www.damejidlo.cz/sushi-world
799,sushi2go,,,,,,,,https://www.damejidlo.cz/sushi2go
800,sushitime-cz,90.0,194,50 Kč,"Na Florenci 19, Praha 1 11000",50.08867679999999,14.4365809,1,https://www.damejidlo.cz/sushitime-cz
801,sushitime-cz-praha,90.0,303,50 Kč až 60 Kč,"Štúrova 55, Praha 4 14000",50.0295942,14.4496271,4,https://www.damejidlo.cz/sushitime-cz-praha
802,sushitime-cz-stroupeznickeho,91.0,238,50 Kč až 60 Kč,"Stroupežnického 17, Praha 5 15000",50.0702027,14.4031032,5,https://www.damejidlo.cz/sushitime-cz-stroupeznickeho
